brand_name,years_in_market,audience_reach,market_share,type_of_brand,reviews,sentiment_score,seo_score
AuroraWorks,13,1894016.0,18.65,Healthcare,3.0,-7.0,65
EverestSystems,29,3190431.0,6.28,Telecom,1.0,3.0,88
NimbusZone,34,1452100.0,18.18,Consulting,3.0,-58.0,46
BeaconGlobal,12,2637151.0,4.92,Fintech,5.0,13.0,57
NexusHealth,32,2121451.0,3.93,Energy,1.0,-66.0,2
ZenMedia,7,4482510.0,15.2,Media,4.0,89.0,47
PulseZone,19,839616.0,9.81,Education,3.0,95.0,62
EverestTech,24,233829.0,19.46,Hospitality,5.0,23.0,62
AtlasPoint,6,4292855.0,9.98,Education,2.0,16.0,55
EverestLabs,25,473226.0,12.17,IT,4.0,-79.0,19
PulseEnergy,10,170963.0,2.78,Ecommerce,2.0,-55.0,99
BeaconFoods,16,4471937.0,19.91,Fintech,4.0,20.0,28
OrbitHub,10,1211761.0,12.28,Hospitality,2.0,-75.0,6
RadiantTech,38,1953194.0,4.49,Logistics,5.0,-29.0,96
VelocitySystems,9,4212925.0,0.67,Food,3.0,-33.0,55
NovaNet,30,1548245.0,0.49,Telecom,4.0,-40.0,54
NimbusTech,34,1432984.0,11.21,Education,4.0,-26.0,7
AuroraWorks,31,2072652.0,8.58,Media,4.0,71.0,56
PulseEdge,1,1459024.0,15.7,Tourism,4.0,-10.0,4
SummitTravel,37,874402.0,4.11,Ecommerce,5.0,19.0,59
AtlasGlobal,6,4700737.0,15.56,Telecom,2.0,-81.0,95
FusionDigital,23,1888610.0,9.97,Fintech,4.0,14.0,58
VertexLogics,34,3539988.0,2.23,Consulting,4.0,19.0,86
VelocityDigital,23,1672376.0,7.67,Ecommerce,2.0,-3.0,7
PulseEnergy,12,1636770.0,16.38,Logistics,5.0,-57.0,18
NexusTech,1,3849278.0,13.55,Education,2.0,-40.0,1
NovaZone,15,4743199.0,3.84,Fintech,2.0,34.0,83
AuroraMedia,25,1421152.0,19.63,Media,2.0,-63.0,72
NimbusWorks,40,3468157.0,6.94,Energy,4.0,79.0,88
RadiantMedia,23,3521289.0,10.6,Retail,2.0,61.0,39
OrbitDigital,19,1156966.0,2.25,Fintech,5.0,-80.0,65
VelocityLabs,12,501126.0,12.11,Tourism,5.0,-30.0,3
NexusGlobal,2,2662345.0,11.9,Media,5.0,-57.0,54
NovaDigital,27,3395684.0,11.7,Fintech,5.0,33.0,43
NimbusHealth,38,3959892.0,16.42,IT,3.0,-81.0,70
AtlasPoint,5,3585175.0,0.82,Logistics,4.0,3.0,31
ApexPoint,31,1012679.0,6.03,Education,4.0,-6.0,81
QuantumHub,34,1987278.0,4.76,Education,2.0,-68.0,15
BeaconGlobal,26,3336055.0,1.26,Tourism,4.0,59.0,17
RadiantPoint,13,2726332.0,2.65,Education,3.0,-52.0,39
NovaEdge,9,567155.0,16.98,Fintech,3.0,0.0,26
RadiantHealth,3,305868.0,3.22,Hospitality,1.0,-89.0,48
HorizonEnergy,4,3021839.0,1.81,IT,2.0,-26.0,97
HorizonDigital,15,3010664.0,2.17,Hospitality,1.0,79.0,1
EverestDigital,33,255920.0,16.72,Education,1.0,65.0,14
VertexHub,6,2913369.0,4.88,Telecom,2.0,82.0,95
PioneerHealth,16,3411145.0,6.76,Hospitality,2.0,44.0,42
HorizonZone,11,4482495.0,13.48,Hospitality,2.0,-84.0,62
NexusHealth,9,263949.0,7.36,Telecom,5.0,86.0,3
HorizonEdge,13,1254724.0,16.28,Healthcare,5.0,69.0,97
FusionTravel,33,1160801.0,7.71,Fintech,4.0,-9.0,87
SummitEnergy,7,4065229.0,15.95,Energy,3.0,-98.0,13
PioneerLabs,17,4129424.0,12.14,Logistics,1.0,-59.0,89
PioneerHub,23,3385534.0,17.46,Logistics,3.0,-56.0,37
PulseWorks,21,3547624.0,19.88,Telecom,1.0,-100.0,32
EverestTech,15,692121.0,2.41,Logistics,3.0,86.0,94
PulseLink,9,4741064.0,0.65,Retail,4.0,-67.0,60
VertexWorks,5,3901740.0,1.54,Manufacturing,1.0,-99.0,9
PioneerGlobal,5,3819292.0,13.05,Ecommerce,1.0,-12.0,24
BeaconRetail,21,4968073.0,16.88,Energy,2.0,-98.0,91
NovaHub,20,1315683.0,12.17,Ecommerce,1.0,95.0,64
FusionZone,38,3002024.0,9.53,Energy,4.0,-94.0,13
ApexZone,11,4109029.0,4.92,Hospitality,5.0,-7.0,46
PrimeSystems,22,2321855.0,19.96,Manufacturing,3.0,26.0,30
VelocityWorks,15,159331.0,15.15,Tourism,4.0,-29.0,87
ZenPoint,4,1706159.0,0.17,Energy,4.0,60.0,62
VelocityHealth,14,4016798.0,11.57,Food,2.0,88.0,1
ApexSystems,14,4375770.0,6.67,Tourism,4.0,64.0,90
HorizonRetail,14,1666048.0,19.49,Manufacturing,5.0,22.0,55
AtlasDigital,18,488651.0,10.65,Retail,3.0,-34.0,86
NovaPoint,27,872800.0,13.31,IT,5.0,66.0,100
PulseHub,2,2592609.0,15.33,Telecom,5.0,27.0,46
RadiantLabs,20,601872.0,14.79,Food,4.0,-13.0,60
PulseNet,17,3172721.0,1.25,Manufacturing,3.0,3.0,88
PrimeLink,1,4144110.0,4.81,Manufacturing,2.0,11.0,53
NimbusSystems,3,1790008.0,0.18,Ecommerce,3.0,54.0,14
NimbusHub,23,4051136.0,9.88,Healthcare,3.0,87.0,66
AuroraCore,4,3304284.0,19.2,Telecom,4.0,94.0,66
SummitTravel,37,3729519.0,2.28,Logistics,5.0,-96.0,36
AtlasPoint,14,2089233.0,12.07,IT,3.0,31.0,43
NovaGlobal,7,123214.0,15.79,Healthcare,2.0,-36.0,50
RadiantTech,3,201392.0,16.98,Energy,1.0,63.0,87
EverestHealth,26,1498120.0,19.45,Logistics,2.0,87.0,32
QuantumRetail,13,743155.0,14.37,Education,1.0,-10.0,52
FusionLink,36,2206894.0,8.37,Healthcare,4.0,-20.0,59
NexusCore,2,1681498.0,19.27,Media,2.0,19.0,43
SummitTravel,25,3211072.0,13.19,Tourism,1.0,64.0,41
SummitFoods,22,1908098.0,7.54,Retail,4.0,60.0,90
OrbitCore,23,763713.0,14.44,Hospitality,5.0,70.0,5
PrimeDigital,6,1764566.0,14.95,Manufacturing,5.0,3.0,83
RadiantLink,35,533985.0,12.39,Retail,5.0,42.0,48
NimbusDigital,18,446093.0,1.91,Food,5.0,98.0,40
HorizonLabs,24,2740634.0,15.35,Media,4.0,92.0,73
VertexZone,19,4708433.0,14.91,Logistics,2.0,-80.0,46
OrbitPoint,25,526452.0,2.62,Media,1.0,85.0,78
FusionGlobal,1,2984016.0,13.91,Manufacturing,5.0,-71.0,77
AuroraCore,35,1728334.0,0.14,Food,3.0,64.0,91
AuroraSystems,37,1596436.0,16.77,Manufacturing,3.0,-89.0,48
ApexTravel,8,539188.0,14.78,Tourism,3.0,83.0,85
VertexLogics,13,355388.0,4.13,Retail,4.0,-70.0,78
SummitWorks,11,2915436.0,4.56,Ecommerce,3.0,19.0,42
ZenMedia,6,4121161.0,17.53,Logistics,4.0,27.0,60
PrimeEnergy,17,2750129.0,2.19,Education,3.0,2.0,59
AtlasTravel,24,1616276.0,3.43,Healthcare,3.0,25.0,71
AtlasRetail,29,4958731.0,12.03,Consulting,3.0,-94.0,59
HorizonHub,5,3228899.0,17.36,Ecommerce,3.0,100.0,69
VertexDigital,9,4434785.0,18.62,Tourism,2.0,92.0,55
NovaDigital,10,4367317.0,10.93,Logistics,3.0,-64.0,76
ApexEnergy,1,3582258.0,4.03,Ecommerce,4.0,-81.0,21
SummitDigital,17,1642433.0,16.6,IT,4.0,69.0,43
HorizonCore,27,777086.0,17.63,Hospitality,1.0,-40.0,78
EverestTech,19,4175503.0,14.35,Consulting,4.0,29.0,60
VertexTech,34,4129517.0,15.01,Ecommerce,3.0,32.0,43
NovaTech,30,1030067.0,16.41,Consulting,5.0,-15.0,17
VelocityRetail,3,258210.0,4.03,Ecommerce,5.0,-57.0,59
SummitTech,31,19199.0,13.48,Ecommerce,5.0,-3.0,32
AtlasSystems,29,3145274.0,0.5,Energy,4.0,64.0,16
VertexEdge,29,3680415.0,16.8,Food,5.0,35.0,25
PioneerZone,16,3231798.0,8.31,Tourism,5.0,1.0,10
NexusRetail,26,3634485.0,18.61,Ecommerce,4.0,78.0,7
FusionSystems,4,3667183.0,14.46,Food,5.0,-1.0,73
ZenLabs,3,1371938.0,6.27,Hospitality,1.0,53.0,81
SummitSystems,28,215048.0,1.38,Food,3.0,-79.0,70
EverestRetail,1,3462822.0,1.27,Food,4.0,72.0,67
FusionCore,7,4572026.0,13.38,Energy,4.0,100.0,1
VertexMedia,24,3764487.0,5.41,Media,2.0,17.0,43
EverestTech,6,2305997.0,17.37,Fintech,5.0,-39.0,87
AtlasMedia,27,3897098.0,14.85,Food,2.0,-7.0,10
NovaHealth,13,2729094.0,17.67,Manufacturing,2.0,62.0,24
OrbitMedia,6,2762083.0,10.22,IT,2.0,96.0,64
ApexEdge,27,527610.0,18.24,Education,4.0,-100.0,23
ZenCore,32,2618486.0,2.51,Healthcare,1.0,-28.0,61
NovaLabs,12,4173152.0,8.4,Media,3.0,15.0,45
NimbusLogics,29,2296624.0,3.56,IT,2.0,45.0,17
FusionRetail,17,598572.0,4.41,Telecom,4.0,21.0,16
AuroraHealth,29,2209836.0,1.41,Consulting,3.0,74.0,33
NexusTravel,22,3704914.0,5.95,Logistics,5.0,49.0,78
OrbitGlobal,38,3843706.0,0.49,Hospitality,3.0,22.0,66
VertexLink,37,1444682.0,16.38,Consulting,3.0,-92.0,86
SummitDigital,34,3876233.0,3.12,Ecommerce,1.0,-9.0,44
ApexTech,12,1560918.0,13.64,Food,3.0,-70.0,25
QuantumZone,8,4490539.0,0.46,Manufacturing,4.0,30.0,11
VertexPoint,4,4209926.0,8.77,Healthcare,5.0,43.0,94
VelocityTravel,34,2575123.0,6.67,Retail,2.0,-23.0,36
AtlasDigital,10,1389215.0,17.65,Consulting,3.0,26.0,89
BeaconGlobal,1,3082962.0,9.45,Media,4.0,72.0,41
ZenRetail,13,191637.0,5.33,Manufacturing,1.0,-28.0,41
VelocityFoods,10,1367445.0,19.01,Logistics,2.0,77.0,37
AtlasHealth,10,3659564.0,13.01,Consulting,1.0,81.0,74
RadiantPoint,30,1493041.0,13.17,Food,4.0,-60.0,39
ZenLogics,37,3829600.0,4.87,Food,3.0,-14.0,54
PioneerGlobal,32,3159634.0,15.16,Manufacturing,1.0,15.0,84
VelocityRetail,3,4032249.0,4.1,Retail,1.0,-3.0,83
ApexLink,2,4314172.0,19.84,Hospitality,2.0,-12.0,26
VertexRetail,11,2274895.0,19.48,Healthcare,3.0,-53.0,34
PrimeEnergy,3,770446.0,10.02,Media,2.0,46.0,88
NexusNet,27,1776845.0,9.74,Media,3.0,93.0,77
SummitLink,13,3673053.0,7.05,Manufacturing,2.0,60.0,39
ApexEdge,14,1260695.0,0.89,Hospitality,5.0,-38.0,92
ApexCore,21,1280991.0,10.42,Healthcare,4.0,71.0,43
NimbusEnergy,26,4703619.0,9.92,IT,4.0,-97.0,50
QuantumNet,23,4007943.0,15.31,Education,2.0,-30.0,16
QuantumHealth,2,1608482.0,5.46,Hospitality,3.0,77.0,92
PulseMedia,10,3925918.0,19.35,Healthcare,2.0,9.0,3
BeaconRetail,24,3594518.0,3.25,IT,4.0,-14.0,39
HorizonZone,15,928506.0,4.0,Food,4.0,-2.0,38
VertexRetail,8,1124976.0,1.67,Fintech,1.0,-48.0,77
AtlasGlobal,38,4801175.0,1.27,Hospitality,3.0,-53.0,72
AuroraGlobal,37,2071064.0,5.7,Ecommerce,3.0,96.0,83
OrbitPoint,23,1280717.0,18.53,Hospitality,3.0,-72.0,42
NimbusHealth,28,2309676.0,11.5,Hospitality,1.0,85.0,59
AtlasGlobal,31,1406357.0,11.69,IT,4.0,-8.0,100
RadiantDigital,32,4382189.0,9.1,Telecom,1.0,-10.0,41
BeaconMedia,4,2267893.0,16.19,Education,3.0,66.0,74
ZenTech,1,1519167.0,4.69,Energy,2.0,-50.0,81
NovaHealth,5,2356531.0,6.82,Education,4.0,44.0,82
BeaconTech,29,2005773.0,14.7,Hospitality,5.0,-47.0,97
EverestEdge,29,376465.0,1.32,Media,2.0,-54.0,48
PulseLink,12,3559417.0,0.87,Manufacturing,5.0,75.0,60
AtlasHealth,28,4109723.0,12.78,Ecommerce,4.0,64.0,26
NimbusFoods,24,490880.0,7.64,Hospitality,5.0,65.0,10
FusionLogics,31,3194093.0,18.76,Telecom,3.0,81.0,34
PulseGlobal,31,4003787.0,9.05,Media,3.0,38.0,91
NimbusNet,13,1124867.0,9.87,Tourism,5.0,-14.0,5
FusionZone,10,704079.0,17.99,Education,5.0,19.0,55
QuantumHub,37,2487665.0,17.57,Healthcare,2.0,69.0,29
AtlasSystems,10,4538844.0,7.77,Manufacturing,2.0,-13.0,77
PulseTravel,33,3151425.0,2.5,Logistics,1.0,70.0,19
PioneerMedia,39,2013465.0,6.33,Hospitality,3.0,79.0,89
NimbusWorks,8,3996587.0,2.17,Retail,3.0,-57.0,68
PulsePoint,3,4584845.0,17.48,Fintech,5.0,-38.0,30
OrbitSystems,40,2221663.0,14.62,IT,4.0,-43.0,97
EverestMedia,25,3884001.0,3.37,Education,4.0,90.0,59
HorizonPoint,23,4734709.0,11.81,Telecom,2.0,-24.0,9
HorizonWorks,38,837112.0,8.82,Consulting,2.0,-67.0,44
PioneerSystems,38,836954.0,1.23,Fintech,3.0,59.0,18
NexusSystems,39,2641879.0,18.68,Manufacturing,4.0,-62.0,3
NovaHub,27,1175592.0,11.29,Education,4.0,-80.0,85
NimbusSystems,6,4676447.0,15.82,Consulting,4.0,39.0,5
ApexRetail,4,1484596.0,2.92,Manufacturing,1.0,-95.0,32
ZenHub,11,2254565.0,11.7,Logistics,1.0,81.0,47
HorizonEdge,23,2214907.0,15.4,Hospitality,2.0,-85.0,45
NovaDigital,26,3328767.0,7.08,Ecommerce,4.0,60.0,84
VertexEnergy,5,4254712.0,7.64,Logistics,4.0,34.0,50
RadiantGlobal,23,4115610.0,15.01,Energy,5.0,59.0,77
NexusHub,22,4124061.0,6.77,Energy,4.0,-46.0,56
AtlasEnergy,25,740482.0,12.07,IT,4.0,-80.0,68
VelocityGlobal,17,158610.0,1.72,Fintech,5.0,-91.0,12
PulseEdge,27,4612094.0,17.16,Healthcare,1.0,-80.0,90
FusionWorks,27,2808974.0,19.68,Education,2.0,-8.0,58
NimbusEdge,33,3564261.0,16.32,Ecommerce,2.0,-11.0,24
PrimeLink,4,1796069.0,13.57,Food,3.0,-66.0,94
EverestTech,31,3772737.0,2.39,Healthcare,2.0,-95.0,3
NexusHub,8,552908.0,7.77,Logistics,4.0,94.0,59
FusionEnergy,38,102284.0,4.58,Consulting,5.0,3.0,84
BeaconNet,5,3726828.0,19.46,Ecommerce,1.0,79.0,27
PulsePoint,29,3537426.0,12.01,Manufacturing,5.0,-39.0,83
ApexSystems,2,1521058.0,1.29,Consulting,3.0,33.0,49
OrbitEnergy,34,3015088.0,12.67,IT,2.0,43.0,36
VertexTravel,15,1784260.0,7.5,Telecom,5.0,-98.0,73
BeaconNet,7,3219461.0,3.35,IT,3.0,-80.0,27
PulseNet,15,3526713.0,0.85,Logistics,2.0,-34.0,4
NexusSystems,2,3101610.0,15.61,Media,3.0,-41.0,15
EverestSystems,5,1792800.0,19.97,Consulting,3.0,-93.0,73
QuantumHealth,27,43503.0,16.5,Manufacturing,3.0,81.0,16
HorizonGlobal,6,2422447.0,12.07,Food,1.0,-42.0,79
HorizonHub,4,3040357.0,0.8,Hospitality,1.0,-76.0,92
OrbitLink,39,887310.0,16.4,Consulting,4.0,-27.0,4
VelocityCore,24,1631425.0,19.49,Fintech,4.0,90.0,73
NimbusLink,3,4825082.0,10.5,Manufacturing,3.0,88.0,50
HorizonHub,19,1845272.0,9.21,Tourism,3.0,-8.0,19
OrbitWorks,30,537312.0,1.29,Education,5.0,-85.0,32
RadiantPoint,1,4092076.0,17.34,Food,5.0,28.0,97
FusionWorks,15,1703712.0,3.66,IT,5.0,-33.0,30
VertexNet,8,1383477.0,1.45,Healthcare,4.0,-58.0,45
AtlasFoods,36,3866974.0,10.39,Healthcare,4.0,57.0,63
VelocityEdge,28,4585997.0,1.15,Telecom,2.0,-83.0,70
PulseDigital,4,4555981.0,10.79,Energy,4.0,-95.0,54
SummitMedia,28,2865337.0,10.7,Ecommerce,4.0,-28.0,11
RadiantSystems,39,1950757.0,11.81,Consulting,2.0,-97.0,42
AuroraDigital,1,849136.0,10.84,Consulting,3.0,3.0,54
NovaGlobal,8,2718871.0,1.13,Logistics,1.0,68.0,16
PioneerGlobal,4,964009.0,11.05,Consulting,4.0,-58.0,45
AtlasTech,32,3606209.0,9.33,Media,2.0,-34.0,47
PrimeLogics,29,45703.0,18.34,Food,4.0,-100.0,88
NexusLabs,20,1552919.0,13.27,Fintech,1.0,52.0,62
ApexZone,39,1947701.0,7.59,Consulting,3.0,31.0,71
NimbusRetail,2,1131574.0,0.48,Healthcare,5.0,62.0,56
VelocityMedia,28,1746156.0,7.53,Logistics,1.0,12.0,8
AtlasFoods,3,2400594.0,17.0,Retail,4.0,-51.0,50
NexusFoods,19,960356.0,4.26,Food,5.0,5.0,27
NovaTravel,34,1065909.0,12.26,Education,2.0,94.0,50
PioneerTravel,21,2220772.0,1.53,Logistics,5.0,-80.0,39
BeaconFoods,13,2775759.0,10.49,Tourism,4.0,-69.0,7
AuroraHealth,6,4700934.0,5.04,Fintech,2.0,-81.0,48
BeaconEdge,4,3225325.0,15.94,Consulting,1.0,-27.0,79
ZenHealth,21,115146.0,1.57,Tourism,1.0,87.0,65
PulseNet,14,2939994.0,15.54,Media,2.0,38.0,72
NexusLink,3,4203694.0,3.06,Ecommerce,2.0,-25.0,12
NimbusNet,35,285126.0,15.29,Education,2.0,47.0,78
AtlasDigital,39,3345357.0,17.27,Education,5.0,50.0,15
QuantumCore,16,4978551.0,6.56,Ecommerce,1.0,-28.0,49
AuroraDigital,39,1431328.0,16.23,Telecom,2.0,67.0,42
VertexEdge,13,2582242.0,7.08,Hospitality,2.0,-24.0,81
ApexPoint,12,3405113.0,6.71,Energy,5.0,-91.0,84
AtlasPoint,23,1910538.0,0.95,Manufacturing,4.0,-98.0,34
EverestWorks,6,3777726.0,7.46,Logistics,4.0,19.0,7
HorizonGlobal,28,4293578.0,18.3,Hospitality,4.0,51.0,9
PioneerLabs,32,2771073.0,3.01,Consulting,4.0,59.0,99
HorizonHealth,4,4571809.0,0.51,Hospitality,1.0,-99.0,67
PulseFoods,19,3977870.0,9.34,Ecommerce,2.0,-43.0,94
NimbusCore,28,3932704.0,12.99,Food,1.0,0.0,8
NovaTech,26,4544494.0,10.19,Retail,2.0,-88.0,80
ApexTravel,35,247952.0,7.59,Ecommerce,1.0,27.0,51
AtlasTravel,40,3951662.0,9.59,Ecommerce,2.0,-60.0,20
BeaconHub,38,4717855.0,4.84,Ecommerce,5.0,-21.0,3
PrimeHealth,37,2128753.0,6.67,Education,1.0,53.0,91
OrbitEnergy,24,190482.0,13.97,Education,3.0,36.0,79
NimbusCore,2,2322100.0,3.11,Fintech,1.0,37.0,67
OrbitHub,10,2631192.0,14.36,Consulting,3.0,-55.0,39
EverestWorks,33,4210068.0,1.76,Education,1.0,-78.0,32
ApexHealth,18,3967315.0,7.85,Manufacturing,2.0,30.0,61
VelocityZone,16,3992247.0,12.79,Retail,5.0,87.0,43
EverestNet,40,348490.0,14.34,Manufacturing,4.0,-49.0,39
EverestSystems,1,4829162.0,1.43,Education,3.0,-36.0,19
ApexFoods,2,254550.0,11.06,Ecommerce,5.0,-56.0,22
FusionLogics,3,474553.0,17.69,Logistics,2.0,-35.0,46
QuantumEnergy,2,1243421.0,1.82,Ecommerce,1.0,-90.0,98
FusionDigital,38,310594.0,9.98,Telecom,1.0,9.0,7
EverestEnergy,25,3198054.0,13.94,Manufacturing,4.0,-85.0,59
HorizonTravel,10,4697157.0,14.73,Healthcare,5.0,-62.0,9
EverestEnergy,31,3964946.0,2.87,Healthcare,2.0,40.0,4
FusionEdge,5,1924831.0,17.84,Education,2.0,-94.0,35
BeaconCore,30,4138921.0,16.34,Healthcare,3.0,-72.0,32
BeaconEdge,15,3630965.0,4.77,Tourism,2.0,74.0,16
PulseFoods,32,2289135.0,17.16,Media,1.0,-77.0,10
VelocityEnergy,6,2192700.0,1.6,Food,1.0,85.0,76
HorizonFoods,9,4048905.0,0.16,Logistics,1.0,-9.0,23
AuroraHub,38,234544.0,6.44,Consulting,4.0,58.0,98
VertexNet,38,137357.0,3.42,Hospitality,5.0,-78.0,47
EverestHealth,8,4536825.0,19.25,Telecom,1.0,-50.0,31
OrbitEnergy,27,2018796.0,18.25,Energy,2.0,34.0,47
EverestHub,7,3089149.0,14.74,Hospitality,1.0,84.0,39
RadiantZone,31,1226970.0,2.65,Fintech,2.0,30.0,99
SummitEdge,36,1289962.0,10.81,Retail,3.0,40.0,35
PrimeTravel,2,1758824.0,12.78,Energy,5.0,-56.0,44
AtlasEnergy,37,1469260.0,14.8,Tourism,5.0,-92.0,72
NexusNet,26,2016610.0,2.58,Consulting,1.0,30.0,46
HorizonRetail,19,4172641.0,13.59,IT,2.0,-97.0,37
VertexNet,17,185944.0,8.16,Healthcare,1.0,-45.0,2
RadiantPoint,19,2190423.0,19.72,Food,3.0,-95.0,58
AtlasHealth,12,394653.0,13.84,Tourism,5.0,-34.0,54
FusionTravel,28,222869.0,17.78,Fintech,1.0,44.0,19
NovaCore,1,4245792.0,12.51,Healthcare,1.0,-83.0,6
AtlasEnergy,16,1388825.0,5.83,Healthcare,3.0,-82.0,52
QuantumMedia,35,273999.0,0.17,Logistics,5.0,-49.0,44
AtlasWorks,14,2343575.0,5.66,Food,1.0,-15.0,34
AtlasZone,2,2683772.0,18.49,IT,5.0,90.0,88
QuantumGlobal,5,1199432.0,11.37,Fintech,5.0,-31.0,39
VertexCore,29,2251035.0,9.84,Media,1.0,-70.0,96
AtlasFoods,26,2690047.0,11.89,IT,5.0,60.0,67
PrimeFoods,12,2287043.0,2.03,Education,4.0,88.0,4
ZenZone,3,4031483.0,19.3,IT,4.0,-60.0,28
AtlasHub,26,3073362.0,5.49,Tourism,5.0,48.0,96
HorizonRetail,8,4608297.0,6.3,IT,4.0,49.0,86
HorizonLink,38,3165597.0,18.91,Ecommerce,5.0,35.0,87
PrimeEnergy,14,2536145.0,8.57,Fintech,1.0,71.0,60
ZenMedia,14,200891.0,6.12,Manufacturing,2.0,-22.0,1
ApexDigital,24,20476.0,6.4,Education,5.0,94.0,81
BeaconPoint,27,1264277.0,0.55,Manufacturing,3.0,98.0,78
PrimeLabs,40,302036.0,12.2,Retail,5.0,4.0,62
NexusDigital,38,4189943.0,1.74,Energy,3.0,46.0,47
BeaconWorks,13,63257.0,14.05,Ecommerce,3.0,-54.0,92
VertexFoods,31,4513397.0,5.61,Tourism,3.0,-37.0,62
PioneerCore,10,1092449.0,7.29,Retail,5.0,-59.0,88
ZenLogics,33,4792532.0,14.09,IT,4.0,97.0,73
BeaconEdge,20,4773613.0,10.24,Manufacturing,5.0,-61.0,61
AtlasNet,37,4140456.0,8.65,Consulting,4.0,90.0,79
AtlasMedia,20,4967564.0,18.51,Logistics,5.0,89.0,22
HorizonSystems,36,2515421.0,3.05,Fintech,1.0,31.0,44
EverestRetail,16,1158926.0,8.09,Tourism,1.0,11.0,28
BeaconNet,20,4493563.0,11.16,Retail,2.0,49.0,43
PrimeTravel,26,3741412.0,9.82,Education,1.0,-34.0,16
FusionWorks,3,1717597.0,8.77,Tourism,5.0,42.0,15
OrbitRetail,13,2103467.0,14.5,Consulting,1.0,-12.0,86
NimbusZone,10,45294.0,11.1,Education,4.0,-96.0,77
NovaEnergy,23,4289839.0,9.74,Energy,3.0,-22.0,2
QuantumLink,37,1040442.0,0.81,Food,1.0,-46.0,34
RadiantHealth,11,1566221.0,5.88,Consulting,2.0,-4.0,56
VertexGlobal,19,4597411.0,12.28,Fintech,1.0,9.0,52
VelocityNet,38,2066550.0,13.75,Telecom,2.0,-60.0,43
BeaconRetail,3,1823878.0,5.24,Hospitality,1.0,91.0,90
BeaconLink,14,2792654.0,12.75,Manufacturing,4.0,-9.0,69
RadiantLogics,2,919053.0,14.34,Food,5.0,77.0,84
QuantumLogics,21,2219941.0,15.66,Media,3.0,-20.0,30
FusionFoods,30,3643281.0,8.42,Manufacturing,3.0,-23.0,1
NexusSystems,8,4336751.0,18.35,Hospitality,1.0,-74.0,22
NexusNet,36,1990355.0,19.81,Hospitality,1.0,13.0,14
VertexLogics,17,1899994.0,3.34,Education,2.0,-26.0,40
VertexMedia,16,1653299.0,2.83,Healthcare,5.0,66.0,22
NexusMedia,39,2359850.0,17.16,Education,2.0,35.0,23
HorizonMedia,7,3554001.0,6.9,Consulting,4.0,-9.0,27
PioneerGlobal,24,750142.0,13.3,Manufacturing,4.0,-30.0,86
AtlasLink,21,4997064.0,11.03,Hospitality,2.0,-88.0,71
BeaconZone,15,1633605.0,5.49,Healthcare,3.0,38.0,48
HorizonZone,28,739200.0,10.34,Retail,2.0,6.0,11
ZenTech,7,3823536.0,14.78,Media,2.0,6.0,100
VelocityNet,34,2094285.0,18.02,Food,3.0,-50.0,73
SummitPoint,10,3605762.0,5.63,Food,3.0,19.0,8
PioneerEdge,10,3482715.0,8.52,Media,4.0,-59.0,68
VertexMedia,16,1710357.0,14.89,Food,2.0,30.0,23
ZenLabs,12,524805.0,14.36,Media,1.0,33.0,40
VertexMedia,5,3099389.0,16.14,Fintech,2.0,47.0,33
RadiantHub,3,2488831.0,0.71,IT,1.0,8.0,1
AuroraNet,27,4066862.0,12.21,Consulting,3.0,-99.0,80
AtlasCore,3,3578310.0,8.97,Food,1.0,-53.0,72
QuantumHub,26,308558.0,7.71,Fintech,2.0,94.0,79
EverestEdge,23,4072760.0,10.92,Education,3.0,-17.0,95
ZenDigital,5,1409991.0,17.7,IT,1.0,-87.0,50
PulseZone,1,2091991.0,9.38,Tourism,4.0,99.0,69
ZenWorks,19,4158743.0,6.01,Ecommerce,3.0,38.0,43
AuroraSystems,31,3822731.0,8.52,Fintech,1.0,-47.0,49
NimbusDigital,29,4129145.0,2.89,Ecommerce,1.0,54.0,73
PrimeNet,28,960817.0,8.74,Retail,5.0,67.0,99
NimbusHub,33,4513822.0,16.22,Telecom,4.0,-83.0,77
BeaconHub,18,1168641.0,11.94,IT,1.0,5.0,6
PrimeTravel,37,2130749.0,19.61,Logistics,1.0,92.0,52
VelocityLink,27,3235319.0,10.83,Tourism,4.0,17.0,40
NimbusPoint,35,2326456.0,9.25,Ecommerce,2.0,-16.0,68
NexusRetail,21,1133500.0,18.91,Logistics,2.0,9.0,9
NexusLogics,26,2944064.0,19.44,Manufacturing,3.0,45.0,96
NexusGlobal,31,4969007.0,7.43,Healthcare,2.0,-41.0,15
HorizonMedia,10,677938.0,7.57,Ecommerce,4.0,-100.0,1
OrbitLogics,22,857719.0,12.3,Manufacturing,4.0,68.0,79
AuroraEnergy,40,850432.0,1.18,Fintech,5.0,-79.0,34
BeaconLogics,27,2160786.0,0.92,Healthcare,4.0,-76.0,57
HorizonEdge,24,3397605.0,8.35,Logistics,5.0,-37.0,21
OrbitEdge,40,4833357.0,19.66,Manufacturing,1.0,62.0,29
HorizonLogics,35,3046824.0,15.71,IT,5.0,-94.0,65
NexusGlobal,26,1219946.0,6.65,Consulting,4.0,59.0,38
PulseTravel,7,3779567.0,16.94,Energy,5.0,-19.0,73
RadiantHub,35,1288668.0,11.13,Telecom,1.0,69.0,86
VelocityTech,2,3476519.0,3.55,Consulting,2.0,40.0,75
VelocityLink,14,4236506.0,2.2,Telecom,4.0,28.0,62
